source_file,page_number,hunt_code,hunt_name,residency,points,eligible_applicants,bonus_permits,regular_permits,total_permits,success_ratio
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,15,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,15,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,14,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,14,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,13,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,13,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,12,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,12,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,11,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,11,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,10,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,10,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,9,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,9,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,8,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,8,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,7,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,7,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,6,1,0,1,1,1 in 1.0
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,6,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,5,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,5,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,4,4,0,4,4,1 in 1.0
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,4,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,3,9,0,9,9,1 in 1.0
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,3,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,2,36,0,22,22,1 in 1.6
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,2,7,0,4,4,1 in 1.8
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,1,56,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,1,22,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Resident,0,140,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,3,DA1000,"Antlerless Deer - Beaver, Circleville North - Any Legal Weapon",Nonresident,0,47,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,15,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,15,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,14,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,14,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,13,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,13,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,12,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,12,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,11,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,11,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,10,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,10,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,9,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,9,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,8,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,8,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,7,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,7,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,6,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,6,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,5,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,5,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,4,2,0,2,2,1 in 1.0
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,4,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,3,4,0,4,4,1 in 1.0
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,3,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,2,14,0,14,14,1 in 1.0
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,2,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,1,33,0,12,12,1 in 2.8
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,1,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,0,45,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,4,DA1001,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,0,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,15,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,15,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,14,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,14,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,13,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,13,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,12,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,12,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Resident,11,0,0,0,0,N/A
19_antlerless_drawing_odds_report.pdf,5,DA1002,"Antlerless Deer - Box Elder, West Bear River - Archery, Mzldr, Shotgun Only",Nonresident,11,0,0,0,0,N/A
