hunt_code,boundary_id,boundary_id_source,primary_universe_bucket,scoring_bucket,hunt_name,species,sex_type,hunt_type,weapon,prefix,present_regulation_pdf,present_draw_result_pdf,present_canonical_yearly,present_database_year_support,present_long_file,present_locked_2026_reference,canonical_row_count,canonical_scorable_row_count,pdf_evidence_row_count,regulation_pdf_sources,draw_result_pdf_sources,audit_note,locked_year,model_target_year,active_year_truth,locked_reconciled_bucket,prediction_accuracy_treatment,database_next_year_support,source_year_artifact,excluded_from_lock_prefix_filter,lock_status,lock_note
DB1281,496,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Rattlesnake Pass,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1282,548,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Redd Ranches,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1283,543,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Roan Cliffs,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1285,740,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Sand Creek,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1286,574,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Pisgah Mountain,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1287,539,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Scofield Canyons,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1288,541,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Scofield West,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1289,490,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Sharp Mountain,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1290,578,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Skull Crack,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1291,585,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Skull Valley South,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1292,552,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Soldier Summit,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1293,491,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,South Canyon,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1294,741,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Spring Creek Acres,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1295,546,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Spring Creek/Dodge,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1298,562,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Strawberry Ridge,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1299,547,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Summit Point,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1300,602,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Thatcher Mountain,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1301,553,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Three C,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1303,492,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,North Peaks,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1304,521,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Two Bear,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1305,586,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Wallsburg,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1306,499,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Washakie,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1308,511,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,West Hills,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1309,805,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,West Willow Creek Ranch,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1310,488,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Whites Valley,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1312,571,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Woodruff Creek South,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
DB1317,580,canonical_yearly.boundary_id,MODEL_WORKBOOK_2024_PERMITS_2025_MODEL,CANDIDATE_MODEL_SCORABLE_REQUIRES_ENGINE_GATES,Jacob's Creek,Deer,Buck,CWMU,Any Legal Weapon,DB,YES,YES,YES,YES,YES,YES,64,64,3,pipeline\RAW\hunt_unit_database\2024\pdf\regulation\2024_biggameapp.pdf,pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. BIG GAME DRAW RESULTS.pdf;pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2024_PERMITS=2025_MODEL__L.E. DEER DRAW RESULTS.pdf,Present as scorable canonical yearly draw-result truth.,2024,2025,YES,ACTIVE_YEAR_CANONICAL_TRUTH,SCORABLE_OR_REFERENCE_BY_CANONICAL_RECORD_TYPE,NO,NO,NO,LOCKED_2024_UNTIL_NEXT_YEAR_DATA_ADDED,Same-year yearly canonical confirms this hunt code; long-file presence is reconciled separately.
