"timestamp_utc","status","local_path","bucket","object_key","size_bytes","sha256","wrangler_output"
"2026-06-07T18:16:05.3496206Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\composite_hunt_unit_mapping_2026.geojson","uoga-data","processed_data/composite_hunt_unit_mapping_2026.geojson","54914353","7d13ca09a414ab4e2ec649209bbe108bb504736e19ad11aab5997a8a0490bce3","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/composite_hunt_unit_mapping_2026.geojson"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:07.8361889Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\display-boundary-index-2026.json","uoga-data","processed_data/display-boundary-index-2026.json","917330","b0dc1acf5a20abf3734e6fcbe506946c15b423b69bddad10e3a051da27314faa","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/display-boundary-index-2026.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:12.6254781Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_engine.csv","uoga-data","processed_data/draw_reality_engine.csv","44863034","8fb11adc4c4e8e9154de110090b927ce1ae6b3d0f7a840d7232469ceb7d3e07a","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/draw_reality_engine.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:18.4668532Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_engine_predictive_v2.csv","uoga-data","processed_data/draw_reality_engine_predictive_v2.csv","43560461","697ffdc9fefc2d0f2d2b34254177b6bb011b0a420e6f6577df97dc6c00db0e64","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/draw_reality_engine_predictive_v2.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:23.6270477Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_engine_v2.csv","uoga-data","processed_data/draw_reality_engine_v2.csv","44863034","8fb11adc4c4e8e9154de110090b927ce1ae6b3d0f7a840d7232469ceb7d3e07a","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/draw_reality_engine_v2.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:26.3000401Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\draw_reality_view.csv","uoga-data","processed_data/draw_reality_view.csv","14072342","69e5c1eedbe4f7e28d98f31032b6eb8e103af3cb68c98202a4818d10a1af9036","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/draw_reality_view.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:30.4093595Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_master_enriched.csv","uoga-data","processed_data/hunt_master_enriched.csv","28971082","b5eb67ff5c62c532302cde3e7cb142cdd79bb053a99178544c2d6b91b7cc4fec","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/hunt_master_enriched.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:41.4427963Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_research_2026.json","uoga-data","processed_data/hunt_research_2026.json","198207659","4cbcd5cd8d6dba7940bbf2d0ffec106f132e71f1c39ed5eacef1809106bc783c","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/hunt_research_2026.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:16:51.9842208Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_research_2026_ladder.json","uoga-data","processed_data/hunt_research_2026_ladder.json","198207659","4cbcd5cd8d6dba7940bbf2d0ffec106f132e71f1c39ed5eacef1809106bc783c","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/hunt_research_2026_ladder.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-07T18:17:00.2135090Z","UPLOADED","pipeline\R2_OFFLOAD\incoming\processed_data\hunt_research_2026_ladder_bonus_max_random.json","uoga-data","processed_data/hunt_research_2026_ladder_bonus_max_random.json","110232489","3a6f29968519dc68860073c600be33c24ef996b6b07eca5c96e3e28a4934af1e","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""processed_data/hunt_research_2026_ladder_bonus_max_random.json"" in bucket ""uoga-data"". Upload complete."
