"timestamp_utc","status","local_path","bucket","object_key","size_bytes","sha256","wrangler_output"
"2026-06-05T19:29:24.5430869Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\draw_reality_engine_predictive_with_harvest_features.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/draw_reality_engine_predictive_with_harvest_features.csv","44613917","fd3863b0e85fe10e5c66633096309df467ee797b3323c3d7443f5bf77f26b8cd","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/draw_reality_engine_predictive_with_harvest_features.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:26.7252399Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_average_age_global_merge_database.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_average_age_global_merge_database.csv","333544","ba39c681b4ce2d9d4c6ac19feb7ea51389509d96b65fdf35d6a8c44fa519a6ce","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_average_age_global_merge_database.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:28.6541718Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_average_age_global_merge_database_summary.json","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_average_age_global_merge_database_summary.json","1619","bbbea4c66da313392a94a04365d37a37138b0f088a87d6262099a9fcd96538aa","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_average_age_global_merge_database_summary.json"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:30.9269600Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_feature_model_by_hunt_code_2026.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_feature_model_by_hunt_code_2026.csv","462884","cffef02febb1cb1edec55aa1abe26f85b12b37e4cad8010563460b32c8c8fea9","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_feature_model_by_hunt_code_2026.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:33.0040887Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_feature_model_by_species_year.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_feature_model_by_species_year.csv","3517","92da6515a7140b416d4bc3afbf2ad885292b49dcc7d93c89d5f1b59b3d33a164","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_feature_model_by_species_year.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:35.3013324Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_quality_features_all_years_by_hunt_code.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_quality_features_all_years_by_hunt_code.csv","2087901","439f9afe436881e03170a56556b9c10f823b22a1d62d334da93dd3810b99cc98","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_quality_features_all_years_by_hunt_code.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:37.2693799Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_results_2021_for_2022_complete_database.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2021_for_2022_complete_database.csv","209831","042f79e91534abd7076fb176dac9c036074c9a15fb1dda7f2cbb3096368aae09","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2021_for_2022_complete_database.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:39.2519287Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_results_2022_for_2023_complete_database.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2022_for_2023_complete_database.csv","420070","3562de5691eeac1e2a6099f8e2a0eab2272064ee3c0e79f77ea1f44b2e86d93a","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2022_for_2023_complete_database.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:41.3153656Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_results_2023_for_2024_complete_database.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2023_for_2024_complete_database.csv","601040","bee152deda01e8578230ab93a62396e4c20f533af22915c8855cc294ea02e03a","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2023_for_2024_complete_database.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:43.4850634Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_results_2024_complete_database.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2024_complete_database.csv","1063005","96e532c8f0bb7857d8c0e4eae938e54af9f145c2fd512f08cf7a495ebd201925","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_2024_complete_database.csv"" in bucket ""uoga-data"". Upload complete."
"2026-06-05T19:29:47.4537975Z","UPLOADED","..\..\R2_OFFLOAD_TEMP\hq_20260605T192909Z\harvest_results_all_years_long.csv","uoga-data","pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_all_years_long.csv","24881298","25cfc6827b33eee0272d0aa42844f4c8d9370f8ce7083aebcd8890f845c9d18b","?? wrangler 4.95.0 (update available 4.98.0) ????????????????????????????????????????????? Resource location: remote   Creating object ""pipeline/R2_OFFLOAD/uploaded/harvest_quality_20260605_unzipped/harvest_results_all_years_long.csv"" in bucket ""uoga-data"". Upload complete."
