game_family,species,sex_type,hunt_code,hunt_name,hunt_type,draw_design,weapon,season,boundary_id,permits_2026_res,permits_2026_nr,permits_2026_total,source_file
Deer | Antlerless,Deer,Antlerless,DA1001,"Box Elder, West Bear River",General Season,Preference,"Archery, Muzzleloader, Shotgun",Aug 18 2026 - Aug 30 2026,28,,,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Deer&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1164,SJ Ranch CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,576,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1165,Skull Crack CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,578,15,0,15,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1166,Soldier Summit CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,552,16,0,16,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1167,South Canyon CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,491,12,0,12,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1168,Spring Creek/Dodge CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,546,15,0,15,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1170,Strawberry Ridge CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,562,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1171,Summit Point CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,547,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1172,Three C CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,553,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1175,Wallsburg CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,586,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1177,Woodruff Creek South CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,571,8,0,8,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1180,La Sal (Conservation),Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19 - Dec 31, 2026",5111,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1189,"Wasatch Mtns, West-Central",General Season,Preference,Muzzleloader,Oct 31 2026 - Nov 08 2026,448,382,43,425,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1192,Pahvant Ensign CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,826,6,0,6,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1193,"Cache, Rich",General Season,Preference,Any Legal Weapon,Nov 14 2026 - Jan 15 2027,38,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1196,"North Slope, Summit",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,138,67,8,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1198,Bear Springs CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,575,2,0,2,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1200,Double R Ranch CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,554,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1201,Mountain Sky Ranch CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,858,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1203,"Box Elder, Pilot Mtn",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 15 2026,682,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1204,"Box Elder, Pilot Mtn",General Season,Preference,Any Legal Weapon,Oct 10 2026 - Oct 31 2026,682,4,1,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1207,"Nebo, Moroni Hills",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 19 2026,107,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1208,Nebo,General Season,Preference,Any Legal Weapon,Nov 14 2026 - Jan 31 2027,616,292,33,325,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1209,"Fillmore, Oak Creek LE",General Season,Preference,Any Legal Weapon,Nov 14 2026 - Jan 29 2027,85,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1217,"Wasatch Mtns, Avintaquin",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,224,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1220,Manti (Expo),General Season,Preference,Any Legal Weapon,"Oct 3 - Oct 15, 2026",5112,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1221,Fishlake/Thousand Lake (Expo),General Season,Preference,Any Legal Weapon,"Oct 3 - Oct 15, 2026",5145,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1222,"Beaver, East",General Season,Preference,Any Legal Weapon,Nov 21 2026 - Dec 11 2026,685,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1223,"Beaver, East",General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 26 2026,685,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1224,"Book Cliffs, Bitter Creek/South",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,449,117,13,130,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1225,"Book Cliffs, Bitter Creek/South",General Season,Preference,Any Legal Weapon,Nov 16 2026 - Dec 13 2026,449,147,16,163,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1226,"Nebo, Moroni Hills",General Season,Preference,Any Legal Weapon,Sept 12 2026 - Oct 02 2026,107,9,1,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1228,Morgan-South Rich,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Dec 21 2026,117,67,8,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1229,Morgan-South Rich,General Season,Preference,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,117,144,16,160,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1231,"West Desert, Tintic Valley",General Season,Preference,Any Legal Weapon,Nov 07 2026 - Jan 31 2027,116,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1233,Avintaquin Canyon CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,599,4,0,4,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1235,Sharp Mountain CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,490,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1236,East Canyon,General Season,Preference,Any Legal Weapon,Dec 01 2026 - Jan 11 2027,276,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1237,"La Sal Mtns, North",General Season,Preference,Any Legal Weapon,Nov 19 2026 - Dec 31 2026,879,157,18,175,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1239,"Nine Mile, Range Creek",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,277,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1240,"Nine Mile, Range Creek",General Season,Preference,Any Legal Weapon,Nov 25 2026 - Jan 31 2027,277,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1242,"Vernal, Buckskin Hills-Jensen",General Season,Preference,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,880,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1243,"Vernal, Buckskin Hills-Jensen",General Season,Preference,Any Legal Weapon,Jan 01 2027 - Jan 31 2027,880,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1244,Yellowstone,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,613,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1245,Yellowstone,General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,613,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1250,"North Slope, West Daggett",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,142,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1251,"Southwest Desert, Burbank/Garrison",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 13 2026,893,11,1,12,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1254,Pine Valley,General Season,Preference,Any Legal Weapon,Nov 11 2026 - Jan 11 2027,636,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1256,Little Pole Canyon CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,556,9,0,9,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1257,Tunnel Hollow CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,569,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1258,La Sal (Expo),General Season,Preference,Any Legal Weapon,"Oct 3 - Oct 15, 2026",5113,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1260,West Ridge CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,808,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1261,Blackhawk CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,874,5,0,5,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1263,Weber Florence Creek/Stillman Creek CWMU,CWMU,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,524,35,0,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1264,"Wasatch Mtns, Rabbit Gulch",General Season,Preference,Any Legal Weapon,Jan 16 2027 - Jan 24 2027,921,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1265,"Wasatch Mtns, Tabby Mtn",General Season,Preference,Any Legal Weapon,Dec 19 2026 - Dec 27 2026,920,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1266,"Box Elder, Hansel Mtn",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Jan 31 2027,18,27,3,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1267,Cache,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 25 2026,29,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1268,"North Slope, Summit",General Season,Preference,Archery,Aug 15 2026 - Sept 16 2026,138,180,20,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1269,Ogden (Excludes Hyrum),General Season,Preference,Any Legal Weapon,Dec 01 2026 - Dec 31 2026,924,270,30,300,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1270,Fishlake (Conservation),Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 21 - Dec 30, 2026",5114,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1271,Manti (Conservation),Conservation,Organizations,Any Legal Weapon,"Oct 3 - Oct 15, 2026 & Nov 19, 2026 - Dec 31, 2026",5115,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1272,"East Canyon, East",General Season,Preference,Any Legal Weapon,Dec 01 2026 - Jan 31 2027,941,135,15,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1273,"North Slope, Three Corners",General Season,Preference,Any Legal Weapon,Dec 19 2026 - Jan 03 2027,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1274,"North Slope, Three Corners",General Season,Preference,Archery,Aug 15 2026 - Sept 04 2026,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1276,"Wasatch Mtns, Box Elder Peak",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,225,40,5,45,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1277,"North Slope, Three Corners",General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1281,"Mt Dutton, Deep Creek",General Season,Preference,Any Legal Weapon,Dec 20 2025 - Jan 11 2026,438,67,8,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1283,Panguitch Lake,General Season,Preference,Archery,Aug 15 2026 - Aug 30 2026,634,31,4,35,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1284,Panguitch Lake,General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,634,49,6,55,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1285,Panguitch Lake,General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,634,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1286,Monroe,General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 15 2026,629,46,4,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1288,"Manti, Ferron Lower Escarpment",General Season,Preference,Any Legal Weapon,Sept 16 2026 - Nov 13 2026,952,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1289,"Manti, Ferron Lower Escarpment",General Season,Preference,Any Legal Weapon,Nov 14 2026 - Dec 21 2026,952,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1290,"Manti, Ferron Lower Escarpment",General Season,Preference,Any Legal Weapon,Dec 22 2026 - Jan 31 2027,952,36,4,40,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1291,"Mt Dutton, North",General Season,Preference,Any Legal Weapon,Nov 21 2026 - Dec 06 2026,950,72,8,80,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1292,"Mt Dutton, North",General Season,Preference,Any Legal Weapon,Dec 19 2026 - Jan 10 2027,950,72,8,80,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1293,"North Slope, Three Corners",General Season,Preference,Any Legal Weapon,Oct 03 2026 - Oct 16 2026,140,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1294,"Paunsaugunt, East Creek",General Season,Preference,Any Legal Weapon,Aug 01 2026 - Aug 12 2026,951,22,3,25,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1295,"Wasatch Mtns, Avintaquin",General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,224,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1296,"Wasatch Mtns, Currant Creek",General Season,Preference,Muzzleloader,Oct 28 2026 - Nov 05 2026,227,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1297,"Wasatch Mtns, Red Creek West",General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,953,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1298,"Wasatch Mtns, Wildcat/Timber Canyon",General Season,Preference,Any Legal Weapon,Dec 12 2026 - Dec 20 2026,954,90,10,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1299,"Wasatch Mtns, West-Central",General Season,Preference,Any Legal Weapon,Nov 21 2026 - Nov 29 2026,845,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1300,"Wasatch Mtns, West-Central",General Season,Preference,Any Legal Weapon,Jan 23 2027 - Jan 31 2027,845,45,5,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA1301,The Dirty Dozen CWMU,General Season,Preference,Any Legal Weapon,Contact Operator for 2026 season dates,923,10,0,10,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2000,Antlerless Elk Control,Over-the-Counter,Capped Permits,Any Legal Weapon,"Valid for the season/weapon listed on your qualifying permit on the Chalk Creek, East Canyon, Kamas, Henry Mtns, Morgan-S. Rich, Ogden, Pine Valley & Zion Units",5116,,,0,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2002,Morgan-South Rich,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,117,,,600,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2003,East Canyon,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,276,,,500,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2004,Chalk Creek,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,69,,,600,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2005,"North Slope, West Daggett",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,142,,,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2006,Yellowstone,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,613,,,2000,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2008,"Nine Mile, Anthro-Myton Bench",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,129,,,250,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2009,"La Sal, La Sal Mtns",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,617,,,70,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2010,San Juan,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,710,,,50,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2011,Manti,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,51,,,300,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2012,"Wasatch Mtns, West",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,620,,,400,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2013,"Wasatch Mtns, Currant Creek",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,227,,,2000,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2014,"Wasatch Mtns, Avintaquin - White River",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,817,,,400,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2015,Paunsaugunt,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,163,,,100,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2016,Nebo,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,616,,,275,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2017,Mt Dutton,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,630,,,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2018,Panguitch Lake,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,634,,,75,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2019,"West Desert, Tintic Valley",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,116,,,60,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2020,Zion,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,635,,,320,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2021,"Beaver, East",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,685,,,30,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2026,"Box Elder, Hansel Mtn",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,18,,,200,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2027,Cache,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,29,,,300,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2028,Vernal/Bonanza,Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,614,,,450,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
Elk | Antlerless,Elk,Antlerless,EA2029,"Nine Mile, Range Creek",Over-the-Counter,Capped Permits,Any Legal Weapon,Aug 01 2025 - Jan 31 2026,277,,,150,https://dwrapps.utah.gov/huntboundary/HuntTableData?species=Elk&gender=Antlerless
